RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
41.62395720754,59.70339857141,464340188661593472,0.8678,0.3916,2.502,-0.567,2.437,95,,1.3269,1.001,19.7574,21.037899,18.698357,2.339542,,41.21490658757,41.62396220119,59.70338774235,0.893857,0
41.52611010194,59.66330461091,464340390525839616,0.8485,0.278,3.447,-3.042,1.622,95,,1.4102,0.991,19.291763,20.494804,18.243275,2.25153,,41.19761762352,41.5261368697,59.663297401,0.8672770000000001,0
41.20162834067,59.65690297015,464342520829593344,1.0068,0.066,4.342,-2.224,3.729,31,1.36,,1.052,16.88032,17.795835,15.946208,1.849627,,41.25680303396,41.2016479041,59.65688639523,1.039312,0
41.23232575133,59.70519449751,464342903081036416,1.0499,0.5364,4.949,-3.707,3.279,95,,1.4512,1.091,19.948261,20.885586,18.634525,2.25106,,41.29493244546,41.23235841183,59.70517992536,1.072682,0
41.46268285127,59.71044895929,464343693356691584,0.9441,0.8736,3.393,-1.366,3.106,95,,1.3174,1.144,20.509865,21.45042,19.443134,2.007286,,41.25358682973,41.46269488869,59.7104351568,0.98944,0
41.49327611737,59.79747350102,464344552348174336,0.8856,0.3377,3.142,-2.768,1.487,95,,1.3082,1.071,19.456285,20.727522,18.367048,2.360474,,41.32736123812,41.49330056971,59.79746689349,0.910681,0
41.37402085686,59.78047712738,464344857292120448,1.0057,0.0784,3.355,-0.82,3.253,95,,1.394,1.383,16.351807,16.780066,15.037567,1.742498,,41.33559493293,41.37402810058,59.78046266765,1.03854,0
41.37410518627,59.78028462073,464344861591533184,0.9535,0.1107,3.986,-0.838,3.897,95,,1.3367,1.062,17.125492,,,,,41.33540141847,41.37411258998,59.78026729959,0.996131,0
40.98096751291,59.68804970284,464349289698115072,0.8867,0.2345,2.782,-1.835,2.091,95,,1.289,0.987,19.12514,20.321392,18.140501,2.180891,,41.32982061278,40.98098366759,59.68804040831,0.911681,0
41.0248322842,59.70160969721,464349637592001664,0.9095,0.8894,2.544,-1.885,1.709,95,,1.3364,1.179,20.555613,21.21459,19.459024,1.755566,,41.33340103382,41.02484888884,59.70160210302,0.955963,0
41.02425013491,59.74454401985,464350045612504448,0.8885,0.4244,3.553,-2.212,2.78,95,,1.3103,1.009,19.822613,20.746143,18.8482,1.897944,,41.37287248181,41.02426964795,59.74453166354,0.915419,0
40.81977709172,59.64589119083,464350698447285888,0.8966,0.2876,2.4,-0.077,2.399,95,,1.3136,1.025,19.583158,20.70769,18.598053,2.109636,,41.32378062882,40.81977776827,59.6458805297,0.922111,0
40.71206465898,59.6859187386,464351493015822848,0.9805,0.3575,3.435,-0.026,3.435,95,,1.2526,1.112,19.723509,21.452276,18.42984,3.022436,,41.38227573487,40.71206488624,59.68590347355,1.008054,0
40.75709394049,59.68584703401,464351797959004160,0.8319,0.169,2.333,-1.754,1.538,95,,1.2763,1.028,18.646336,20.062668,17.57839,2.484278,,41.37308053813,40.75710938455,59.68584019924,0.8652989999999999,0
40.87982500346,59.80939034922,464354104355638272,0.8627,0.1284,3.13,-1.562,2.712,95,,1.3477,1.001,17.839539,,,,,41.46141182636,40.87983880788,59.80937829643,0.899597,0
40.93301277629,59.8194441204,464354173077948032,0.8857,1.379,2.714,-0.496,2.669,95,,1.5907,0.981,20.816998,21.284197,19.632175,1.652021,,41.45989303267,40.93301715758,59.81943225941,0.911889,0
41.0903309516,59.76417061204,464355749328086144,0.9709,0.399,2.048,-1.709,1.128,95,,1.374,0.969,19.790482,21.13794,18.651085,2.486855,,41.37755829724,41.09034603562,59.76416559975,0.995696,0
