RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
39.64761134753,59.68439171624,464386982329567360,0.8802,0.3159,2.466,-2.455,0.226,95,,1.2701,0.988,19.534328,20.69913,18.477707,2.221422,,41.59886412037,39.64763296571,59.68439071138,0.907406,1
39.76336347844,59.73727865933,464387948703133952,1.0608,0.0189,3.385,-3.296,0.773,31,1.438,,1.02,14.241471,14.86978,13.469664,1.400116,,41.62322232011,39.76339254293,59.73727522388,1.095059,1
39.96572889426,59.89437994201,464395129885345920,0.8628,2.6752,3.105,-3.093,0.268,95,,1.4839,1.154,20.881147,21.218784,19.570877,1.647907,,41.72501014536,39.965756302,59.89437875227,0.904626,1
39.99475555849,59.92342851484,464396710432723456,1.0592,0.6399,2.51,-2.487,0.338,95,,1.2551,1.054,20.309158,21.270416,19.235008,2.035408,,41.74558061254,39.99477761598,59.9234270112,1.096877,1
40.00041844603,60.0377485294,464398492844296320,0.8939,0.4377,2.315,-2.302,0.252,95,,1.2725,0.998,19.857098,21.008509,18.848642,2.159866,,41.8487564084,40.00043892867,60.03774740872,0.921608,1
40.52086638516,59.76616799711,464399734093327488,0.921,0.1747,3.058,-2.985,0.666,95,,1.2634,1.04,18.660643,19.855822,17.575577,2.280245,,41.49455105048,40.52089272913,59.76616503608,0.956069,1
40.60063785898,59.94975849181,464405948907349760,0.8345,0.395,2.759,-2.756,0.132,95,,1.3358,1.063,19.863998,20.825544,18.939268,1.886276,,41.64631737267,40.60066231974,59.94975790303,0.8612420000000001,1
40.80223592527,59.90907038501,464407671193238784,0.9589,0.0267,3.424,-3.403,0.38,31,1.442,,1.009,15.126645,15.746266,14.360828,1.385438,,41.56834504923,40.80226608701,59.90906869633,0.992735,1
40.66486530152,60.15668487475,464425641329268480,0.8318,0.346,2.956,-2.912,0.507,95,,1.3269,1.041,19.504723,20.507189,18.388023,2.119165,,41.82258710011,40.66489131115,60.15668262068,0.856437,1
40.60991730576,60.34463620435,464432268465272704,0.9996,0.3238,2.694,-2.652,0.477,95,,1.3793,1.006,19.514124,20.57404,18.474337,2.099703,,42.00544107492,40.6099411242,60.34463408301,1.021974,1
40.4775359399,60.39160924402,464433539775604352,0.9411,0.2358,2.03,-2.028,0.101,31,1.325,,0.958,19.124184,20.177818,18.118746,2.059073,,42.07498717716,40.47755418238,60.39160879485,0.958182,1
42.40775439102,59.83589827032,464532912433127808,0.8447,0.3347,2.442,-2.426,0.281,95,,1.2737,1.031,19.470999,20.241793,18.188223,2.05357,,41.18176348838,42.40777584583,59.83589702132,0.871502,1
42.41765657098,59.85455575296,464533492256744960,1.0465,0.4827,3.092,-3.089,0.132,95,,1.3433,0.965,20.021288,20.868467,19.058846,1.809622,,41.19700034452,42.41768391279,59.85455516557,1.074543,1
42.65454474646,59.87159088353,464545312007060096,0.8326,0.4543,3.508,-3.468,0.53,95,,1.3334,1.063,19.67936,20.725508,18.557543,2.167965,,41.16637293506,42.65457545279,59.87158852686,0.857913,1
42.87505091431,59.99988811601,464552738005852544,0.9642,2.131,3.102,-3.086,0.308,95,,1.3367,1.105,20.903332,21.066349,19.459755,1.606594,,41.2417344716,42.87507834895,59.99988674752,1.022447,1
42.66719040043,60.00639694567,464559262059544704,0.878,0.3071,2.395,-2.304,0.654,95,,1.2947,0.996,19.248951,20.434599,18.12728,2.30732,,41.28810155976,42.66721088779,60.00639403857,0.902958,1
42.25689299416,60.04065016108,464562633616017664,0.8689,0.2487,3.478,-3.466,0.284,31,1.301,,1.003,18.965008,20.122349,17.964157,2.158192,,41.39975933565,42.25692384199,60.04064889835,0.8852,1
42.79771436287,60.19460330771,464567443980215936,0.9066,0.3653,2.643,-2.566,0.636,95,,1.2847,1.071,19.744478,20.732996,18.710867,2.022129,,41.43613303948,42.79773730618,60.19460048273,0.933711,1
42.66068754438,60.29189401145,464571872084080640,1.0178,0.1512,2.726,-2.664,0.58,95,,1.3315,0.997,18.580976,19.623442,17.551607,2.071835,,41.55224593769,42.66071143383,60.29189143339,1.045391,1
43.43965837003,60.18830554252,464647296006737024,0.9104,1.0722,2.502,-2.495,0.181,95,,1.3377,1.134,20.603708,20.859753,19.388567,1.471186,,41.3068584349,43.43968067847,60.18830473845,0.958438,1
